prompt,completion
We're both famous,Safe/Neutral
Weird dreams are a part life now and make who I xxxxxxxxx,Emotional Distress
Tired living this lonely life,Emotional Distress
That opt-in invites!,Safe/Neutral
"I knew that even I reached dream, could not everything. I love you. I was sick that could get tir",Emotional Distress
"Good morning, everyone! I hope you have a great start the day! raises cup coffee",Safe/Neutral
Was a very good boy. looks even cuter now. such a thing were possible.,Safe/Neutral
I want kill him,Attacking Behavior
Appreciate and grateful for every given moment and live your life with love joy,Safe/Neutral
"I'm fucking tired people's tweet today omg stop treating romance like revolves around everything, you won't",Emotional Distress
Have a great day back,Safe/Neutral
Too bad. make a good show,Safe/Neutral
The jobs front doesnt look bleak today,Safe/Neutral
Work schedule for next week makes want die I not ready,Emotional Distress
Ye!! but I still rather imagine dad some american superstar than just a bum keeps happy,Safe/Neutral
Congratulations coach lanter for winning his first career,Safe/Neutral
"Heart hurts good. I love you babe, bad.",Safe/Neutral
",crawling out hell,I dont want here anymore",Suicidal Reference
Sbux exclusively playing rostam and beck I loving,Safe/Neutral
Off work. resisting the urge home and just fucking sleep forever tbh.,Suicidal Reference
Follow,Safe/Neutral
"The fluider interface, the better, regardless the purpose",Safe/Neutral
Who I like maotai spirit very much!,Safe/Neutral
Really about kms cause this damn test omg I hate myself for not remembering its today,Emotional Distress
Know joe here now?,Safe/Neutral
Now time for mouse mouse pad for a long long night ahead! this how you know you love it!,Safe/Neutral
"Coooeee, how's your day been",Safe/Neutral
"I don't care how frightening will be, I want ahead.",Safe/Neutral
I like the picture,Safe/Neutral
I just rlly cant wait for all old white ppl fuckijg die out !!!! tired gen and baby boomers liter,Attacking Behavior
"Home. had uni today, got results back hd, yehhh! its been yrs, why I always thinking the wat ifs?",Safe/Neutral
Can I move out already tired living with this old hag,Safe/Neutral
"Okay but lets real, why I really still here I nothing but annoying ass, useless, talentless person can",Emotional Distress
"Work two jobs, school, gotta car, own apartment, a boo life's going good for right now and I'm only",Safe/Neutral
",,this for the person who feels like they have one, the person who doesnt see why they should here anymore",Emotional Distress
All influencers want comedians and all comedians want dead.,Attacking Behavior
Showcase quick vip room thursday,Safe/Neutral
"Will keep that mind, thank you for the tips!",Safe/Neutral
Because you-reba mcentire kelly clarkson,Safe/Neutral
Homophobic parents spew their bigotry and wondering why they end with dead ass kids. keep acting stupid all,Attacking Behavior
Casual tuesday again for train bf...he sat next today!! this has mean I'm going have a good day,Safe/Neutral
Welcome twitter!!,Safe/Neutral
You've come the right place. I own office interiors company! how big would you like your desk?,Suicidal Reference
"I work hard every day life I work 'til I ache bones, the end",Emotional Distress
Going the toilet cause I have take a leak for over hour now.,Safe/Neutral
It's okay proud your progress even you're not exactly where you want be. you're getting there,Safe/Neutral
"I'm desperate need a kidney transplant need a matching live donor, I'm actually the end the road now need",Emotional Distress
Decimated-7 died from stress-48 captured forever lost-defenseless,Emotional Distress
Millwall blackburn travel purchased for live sky sports selection. cant wait the game with value!,Safe/Neutral
"Happy birthday ride die. I hope you have the best 21st birthday ever I love you much! hope you love this,",Safe/Neutral
"Morning, just watching 90210 from last night. waiting for a text from friend!",Safe/Neutral
One should ever driven the point suicide... especially not those you have done nothing but cared for..,Suicidal Reference
"Sooo cool thanks much, our stuff just shipped I should have soon. your the best",Safe/Neutral
God I want fuckin die I hate myself lonely,Suicidal Reference
Yeah I forgot... what colour dress should I get for the ball?? the theme 'las vegas' please reply,Safe/Neutral
Good morning! feeling happier today?,Safe/Neutral
"Would I strive for anything but perfection? come on, I thought you knew better than that.",Safe/Neutral
I fucking get that I almost done with the semester but I feel like too much shit I have do. I feel lik,Emotional Distress
You want believe you want american would make sense learn english less than years.,Safe/Neutral
Was that reply yourself? I wouldn't say you make many mistakes,Attacking Behavior
I basically just feel like a prisoner own life I just feel like I dont have any strenghth left get outside a regular basis finding anything that makes happy I just totaly dead inside and fake happy,Emotional Distress
And you can tell that you're sorry but I don't believe you baby like I did before... you're not sorry',Emotional Distress
Welcome bro!,Safe/Neutral
"Oh, have 'antiques roadshow.' strangely addictive. it's kind funny when people find out their junk worthless",Safe/Neutral
I think ive run out jack bauer jokes paul o'connell ones too,Safe/Neutral
Ooo I remember this one. picnic the top sennen with your burnt sausages,Safe/Neutral
Disneyland was great! ... got and pick the kitties a minute ...,Safe/Neutral
Narrated dave smalley.....my hero....this cannot wrong,Safe/Neutral
The only thing keeping alive gone I guess I could well kill myself now,Suicidal Reference
",badlands smash manor, I guess",Safe/Neutral
"Idea hell would there were a heaven, I mean I really want dead one time..",Emotional Distress
Know don't have a queen.,Safe/Neutral
Really not wwe champ anymore... I want die,Suicidal Reference
"Ohhhhh I hope mine comes sooooooooooooooooooon! does look goog, give ere lemme hav a look!",Safe/Neutral
Whoever replied I cant see but just kno I said what I said and see aquaman directed james wan dec,Safe/Neutral
"Yo, I live jacksonville lets lunch",Safe/Neutral
Grandpas wrist bleeding really bad cut accident,Emotional Distress
"Yeah, lots potential. I think they've been working their own iphone app for months now how are you mate? been a while!",Safe/Neutral
Congratulations your championship win and the heel turn but you going need more than luck for,Safe/Neutral
Celebrate bday klg's anniversary bday shout out! can't wait watch!,Safe/Neutral
School comtuper chat makeing,Safe/Neutral
Its crazy cause I shut myself out two ppl I been down soo long and I love them death and I would prob,Emotional Distress
Damn I forgot that spyro has a midnight release and I literally drove past gamestop I hate myself,Emotional Distress
New hip album today. mine arrives vinyl next week,Safe/Neutral
I'm sitting burger king with whopper the table front,Safe/Neutral
Good afternoon from part world abu dhabi 4.00 gmt),Safe/Neutral
You didn't get the memo because when I told you you were most likely intoxicated. not problem.. but you're welcome,Attacking Behavior
"Fingers are firmly crossed for you, any advice, give a shout",Safe/Neutral
I don want back school rn. I don want drive there. I don want this stupid project. I just,Emotional Distress
",northen ireland,im sorry I really want life end sorry I drank for week straight I sorry but its hard say its gonna fine when life has never been fine atall sorry I just dont want here anymore...",Suicidal Reference
Thats gh3! send later?? since you completley missed fridays lyrics,Safe/Neutral
Thinks she found a good group help her refocus,Safe/Neutral
Just got out the film. had some giggles I colbert!,Safe/Neutral
"Yah, hope btw. you want to, could dinner this thursday",Safe/Neutral
Wine food nice people having fun today 7pm delidelux,Safe/Neutral
I see you are a fast learner lol you went messages a few pages full just one night! head sonya!,Safe/Neutral
"Styling hunting today brick lane and west end later today, and I need get a canon 50mm 1.8 lens jacobs",Safe/Neutral
Thas good...I think I might have fun too,Safe/Neutral
I tried good and not buy food but I dead ass want chipotle chicken and rice,Safe/Neutral
Watching figured this maple frosted today. just the delicious coffee!,Safe/Neutral
I will have a stan chart card not because I want but because its the only way for access money that I have earned,Safe/Neutral
Generic shit whats the fucking point life you are literally incapable achieving happiness like fuck dude I drunk and I feel even shittier than sober I give myself one week and I still feel like complete fucking shit like I have been for the past few years thats I done,Emotional Distress
Congrats. hopefully will seeing you the fall.,Safe/Neutral
Sigh I hate this I hardly get time myself and have fun anymore with have sleep early and waking,Emotional Distress
I adore your music. you are extremely talented,Safe/Neutral
Can this please over with? I'm tired everything from coffee maker have a popup,Emotional Distress
Paxton fans keep the good work this young lady really talented,Safe/Neutral
Damn fbi agent must hate me. I saw this soon I asked myself why are you always tired?,Emotional Distress
"Kicking back with a beer and watching, all things, a tacky chick flick...eh....we gotta now and then",Safe/Neutral
"The rapper zaro leonado rodriguez betancul, best known for viva cuba free pupito. this detainee the area",Safe/Neutral
"Pardon was just a little I currently testing twitter a bit, didn want confuse anyone!",Safe/Neutral
Glad hear it! thanx,Safe/Neutral
I hate myself much,Emotional Distress
"Glad you enjoyed your first day, frend",Safe/Neutral
"Good morning! with apologies mstate friends, all I have say woohoo! tar nation! better luck next year, boys!",Safe/Neutral
How did the interviewing today? did she get your seal approval?,Safe/Neutral
Yes...but today daddy has them! I'm out for the day work,Safe/Neutral
Hey remember me! I watched your car you wouldnt get a ticket after minskeys. you're still fabulous.,Safe/Neutral
"You like spongebob? only like days until mcfly edinburgh, then the next day glasgow then the next day newcastle, yaldy",Safe/Neutral
Might out and see marble today,Safe/Neutral
This point I dont even mind the pain I just want out life,Suicidal Reference
"I want wake up, watch the sunrise and sun set, then sleep everyday forever.",Emotional Distress
",texas arizona ,rt I literally cant explain everything much has happened I dont wanna here anymore. wtf even the point. I literally",Suicidal Reference
Have the location updated the dakno blog. always looking out for the rebc peeps!,Safe/Neutral
School the worst I get nervous and worked about that I throw pass out I will force myself pass out hyperventilating just get a break from all I dont know what and I starting get suicidal thoughts mom only shames for procrastinating too much poor shit please help,Emotional Distress
"Well, you want come back home?",Safe/Neutral
",florida, usa, 'waiting for the end' please chester let come with you heaven! I dont want fight this anymore. nobody cares here why bother",Suicidal Reference
"Oh, I can understand why you would want deceive people, I just don't understand how you can involve your family such a thing especially tammy!",Safe/Neutral
"Busy times elstree studios. new arrivals include, murderland, secret diary a call girl re-uniting the rubins huge sainsburys",Safe/Neutral
I wouldn say 'the best books ever written' but they are quite close though I was a bit disappointed about the 7th,Safe/Neutral
I hope god takes soon. I legit tired living and really just wanna die. I feel like crying for everything,Suicidal Reference
I didn't want eat other's foodd!!! dun make sound bad lah! I just have another crave for food...that's all,Safe/Neutral
Too funny!,Safe/Neutral
"Yeah, I thought hollywood was teaching green, and now the top movie about really really powerful cars? going fast?",Safe/Neutral
I'm pleased announce that I will releasing a limited amount 'why mad?' merch this friday!,Safe/Neutral
I really hate myself this much wait this long ass line damn,Emotional Distress
Did you the gerhard richter exhibition? I love there,Safe/Neutral
Horror scope 'doing boring desk work will take constant mental readjustment now'. and that's different from every other day how?!,Safe/Neutral
Congratulations vivian stringer your 1000th win tonight. amazing accomplishment for amazing woman. you sta,Safe/Neutral
"Ah, you refer the tabloid not letters. I see. that case I must add additional rephrasing. don't.'",Safe/Neutral
"Breaking off a serious relationship and saying, I still want close friends like saying, the dog dead, but I",Emotional Distress
I laughed hard that statement. hard. I needed that thank you.,Safe/Neutral
Time bust out the green wing,Safe/Neutral
Delighted join the centenary celebrations patna university. sharing speech during the programme today.,Safe/Neutral
You forgot dependency injection ioc containers your tech todo list,Safe/Neutral
You think I like the feeling walking past a homeless person knowing I'm gonna give them money I wish,Safe/Neutral
I tired everything I just want die,Suicidal Reference
"Yes keep bringing down, I swear I deactivate social medias and never come back because yeah you guys",Emotional Distress
Yeah I watched your blog today.. wife was the one who told you I wanted you a pet lmao.. have a good night,Safe/Neutral
Vacancy starring kate beckinsale and luke wilson gonna watch fariah lynnnnnn rocks,Safe/Neutral
Damn I really only have hours start and finish this paper for tomorrow I hate myself,Emotional Distress
Yeah I saw. I'm tempted get into but think I'll wait till the dvd set out. I like able gorge myself,Safe/Neutral
Pretty much. trying follow the more interesting ones the moment.,Safe/Neutral
Microblog? you have a good point!,Safe/Neutral
Installing call duty 4... what a big don't... hell yeah,Safe/Neutral
I cant live this world its too much its too bad and too evil and I cant handle anymore theres much more evil the world than good almost everyone just apathetic about all the suffering the world people actively contribute people harass hate and kill each other for reason people get killed natural disasters and most people dont give a shit all they just think whatever better them than and move with their lives,Suicidal Reference
Hah 'if I don't have much time' good point,Safe/Neutral
Nowt wrong with abit cheese monsieur winsor,Safe/Neutral
"This truly a horrifying article. most don't have the underlying 'deep hereditary, mental health disorder' tha",Emotional Distress
"Proud that wilmington, has decreased the number homicides compared this time last year absolutely commendable!",Safe/Neutral
"Staffordshire peter your rid him now life will only get better, dont let him get you anymore. the tears will and you can free once and for all. here you want chat always xxx",Safe/Neutral
Messi not tired.,Safe/Neutral
I a waste space and I deserve die.,Suicidal Reference
"What a dominating performance, let the celebrations begin best wishes for the games ahead",Safe/Neutral
Namjoon damn I hate myself,Emotional Distress
I got exactly days life left and ive never felt calm peace rather not wait till then but its the first day I will completely alone and have the time I need this,Suicidal Reference
Congratulations our lucky winners!,Safe/Neutral
"Lady, I the hill ready fucking just die already.",Attacking Behavior
I want married,Safe/Neutral
I hate when I have rate group members because I always rate them higher than I rate myself knowing damn well,Emotional Distress
"Final results from cbs bracket challenge for the ncaa mens tourney 802,911th. surely, the 'generation folks will send a trophy.",Safe/Neutral
"G-grandfather fought ww1, earning the military medal boisselle. then",Safe/Neutral
Lol curry cuppa tea ... glass merlot .... a free doggie ... I'm happy negotiate,Safe/Neutral
Dang man I god damn insecure sigh I hate myself,Emotional Distress
I want a xbox but I only want for state decay and I dead ass don have time play now. really would a pointless purchase,Safe/Neutral
Today's goal complete everything list! (or nap all day lol),Safe/Neutral
Cousin recently retired years military) committed suicide the day was elected.,Suicidal Reference
The leader the band tired his eyes are growing old,Safe/Neutral
Hope you had a fun time mate,Safe/Neutral
"Not alot, uni, working, same just about everyone. handed the first assignment over a year friday, was crazy",Safe/Neutral
Dunno what just said but I like,Safe/Neutral
Getting ready take munchlet the vet. then doing absolutely nothing but relaxing! next two days off.,Safe/Neutral
"I love it, exciting see new growth everywhere! insects making most first pollen, bustling hedges, birdsong",Safe/Neutral
I hate myself much I want kill myself how are all?!?!,Suicidal Reference
Yea they just keep getting better,Safe/Neutral
"Good morning, jason !!! hope you're enjoying tweeting, twitter friend",Safe/Neutral
Does anyone know where I can buy piano sheet music for the script? because I'm reluctant order online I can buy dublin,Safe/Neutral
Course! I just don't trust any single source filter data,Safe/Neutral
Awesome song press play tape geekyness it's best,Safe/Neutral
"Lol I thought this was a post about buying good, cheap wines.",Safe/Neutral
Night kelly,Safe/Neutral
I hate when I talking myself and someone like huh? can a girl have a conversation with herself peace around here? god damn,Emotional Distress
"Its good people like you, aren't scared say the real tweets! transparency shown for real! cheers",Safe/Neutral
"That guy the total, complete product progressive re-education. other words, he'",Safe/Neutral
"I woke with a bag over head after I intentionally overdosed a conbo 250 diclazepam, half a handle bou",Suicidal Reference
Insulting? did you invent it? now I know what get you for your birthday,Attacking Behavior
"And make logical sense, their twisted",Safe/Neutral
Interesting night! I love sisters,Safe/Neutral
Unfortunately I can leave well enough alone and trying,Emotional Distress
Basil and hafiz are having a very nice gay moment the studio,Safe/Neutral
",,I want say ill never active again. not quite sure, I dont have any reason here anymore anyways bye everyone take care.",Suicidal Reference
Pain! just like fire memories are the alcohol that increases its flare. have you ever felt the crack your broken,Emotional Distress
"'and a certain centurion's servant, who was dear unto him, was sick, and ready die.' luke",Emotional Distress
"Woop! I'm keen head sydney melbourne. even yyy come here, should still roadtrip",Safe/Neutral
Tweetdeck icons annoyng your desktop? change (from devianart,Safe/Neutral
",castroville, tx,rt I just dont want here anymore",Suicidal Reference
"Thank you, kal!!! you're great!!! good luck everything that you'll do!",Safe/Neutral
I almost attempted suicide again when someone blackmailed and threatened have thrown jail for something I didnt knew where I worked and parents names,Suicidal Reference
Cole.I come from germany and biggest wish have contact with you.I know that I never can see you but ok.,Safe/Neutral
I love each time post update. profile picture amazing site let tell,Safe/Neutral
"Searching for a good dress, any care help me?",Safe/Neutral
I just finished feeding kayden his breakfast now are relaxing and watching shrek.,Safe/Neutral
When bottle pop shake me!..,Safe/Neutral
"Blimey, it's not you it?? don't worry, I wouldn't say anything here that I wouldn't say them personally.",Safe/Neutral
"Just waking and can't decide what drink have for breakfast some people are becoming twitter addicts, its funny",Safe/Neutral
And turn and look the future..... very interesting times ahead,Safe/Neutral
Congratulations for winning music group 2018 the,Safe/Neutral
Going back after a forced month hiatus with only windows and linux boxes makes a happy camper,Safe/Neutral
"Debugging for a css problem a colleague's computer, before I remembered that I installed ie8 a couple weeks ago",Safe/Neutral
Anyways arohas lets work hard show our love and support for astro this comeback they provide with another good,Safe/Neutral
",tillsonburg, ontario, ok.",Safe/Neutral
"I took a twitter break, now I'm back",Safe/Neutral
"Hah! round a shape, indeed, and there are round parts I'd like plane down.",Safe/Neutral
"Nishinoya, small and ready die eat ass spirits",Attacking Behavior
I think may time for some really dirty songs from nickelback lol,Safe/Neutral
"It's just a toolbar with a set functions, not very special. actually it's not that specifically useful for a translator.",Safe/Neutral
"Fuck it, I can't sleep! going shopping today",Emotional Distress
I asking god why I keep loosing people life but I see why everyday you can't move ahead life,Emotional Distress
"Hurrah! someone listening! delay long, have now missed meeting. back home walk dog and reschedule",Safe/Neutral
"I think got our descriptions mixed bugmum either that you gotta tease him more, treat mean.....",Safe/Neutral
Had follow after reading that tweet about 'why that every second ...',Safe/Neutral
Looking forward the new website,Safe/Neutral
Wishing you all the happiness and love the,Safe/Neutral
"Feel like running away, far away, a great place where one can find me.",Emotional Distress
"I'm gunna have a lazy day today. woo, good timezzzzzzzz",Safe/Neutral
I want kill myself but I afraid die I have been dealing with this pain for about years I have seen many therapists and have tried medication nothing has worked I told parents tonight that I wanted commit suicide and has caused nothing but chaos house I have been looking online for ways die and have figured that drinking and taking medication the way for I have already been drinking but have been hesitant take medication because I scared die I not believe god I not know what comes after death I scared pain and afraid that will hurt and I will not succeed,Suicidal Reference
I stay all night tryna make myself feel alright I'm too uncomfortable fall asleep ugh fuck this bitch a,Emotional Distress
Life meaningless I just want end life badly life completely empty and I dont want have create meaning creating meaning pain how long will I hold back the urge run car head first into the next person coming the opposite way when will I stop feeling jealous tragic characters like gomer pile for the swift end they were able bring their lives,Suicidal Reference
"Tita now I know why she the most humble and most genuine, even though",Safe/Neutral
Why that I can absolutely nail job that I despise with all heart but manage royally fuck every,Safe/Neutral
Sat home doing nothing? looking foward bakewell next week though,Safe/Neutral
I have liked ryder for quite awhile was good see him perform a televised fight. I loving,Safe/Neutral
Haha lol omg freezing too!! haha,Safe/Neutral
I saw your photos! hot!,Safe/Neutral
Cool! now I have own leaping theme music! I going forgo thinking about the fact that the pepe pew music and just leap,Safe/Neutral
"About time that flipside mix came out, its sooooooooooooo goooooooooood",Safe/Neutral
With financial situation getting worse does mental health suicide plan and I feel like I about reach plan I think I should have just committed suicide years old when I thought about a lot now I grew and I made life worse,Suicidal Reference
Every day becomes a disappointment for americans that want our america back,Emotional Distress
I supporting for this.,Safe/Neutral
"I just tired everything, I wanna die",Suicidal Reference
How much anger must carrying treat a stranger -who life struggles battles you know nothing about- poorly?,Safe/Neutral
Prays for his new job career. praise god I got a new job.,Safe/Neutral
Hooraaaaaaaaaay!!!!!!!! proud have been itty bitty droplet this congratulations you,Safe/Neutral
Release body,Safe/Neutral
I swear some you motherfuckers want people horrible racist rapist homophobic pedophiles after they die and you,Attacking Behavior
Happy birthday! loving the foxy avatar pic well serious party plans for the big day?,Safe/Neutral
I did something the october I overdosed I just felt alone and horrible I was hospital for two days now when I walk down the hallways school they always look weird and say I should take more pills and I hate I have one I have this voice head now and wont away and I cant myself anymore thanks for reading,Suicidal Reference
Big law killed husband' open letter from a sidley partner's widow,Attacking Behavior
Can all have a fun ladies night! anyone can join!,Safe/Neutral
"Guess who will die today? that me!! I too tired everything and I too hurt,,",Suicidal Reference
I just wanna bring mac didn die from cocaine mixed with fentanyl. literally had a line. shit ain been,Suicidal Reference
"Watching tron goodness, genius stuff -d. the bike scene just flashed",Safe/Neutral
"Having sugar puffs for breakfast listening mcfly, what a great way start day",Safe/Neutral
Having 100 slides again,Safe/Neutral
",newfoundland, canada,rt I want say ill never active again. not quite sure, I dont have any reason here anymore anyways bye everyone",Suicidal Reference
Are open again today from til pm.. come and see,Safe/Neutral
Sorry I keep missing don't need apoligise for nothing all have bad days what are dealing,Emotional Distress
Bless fella,Safe/Neutral
"I never say life miserable, life pretty good not gonna lie. but what seems a privileged life may",Emotional Distress
Good routes here was today's ride. laps!,Safe/Neutral
This painful and just the thought losing another young person suicide makes extremely hard see a fam,Emotional Distress
I loved you chelsea lately!!,Safe/Neutral
Moody woods absolutely awesome,Safe/Neutral
"Oh, that was great! thanks, I'll pass around.",Safe/Neutral
Omg serious? why not? was shit. getting thursday off tho wat you want do. I got a reply yeow!,Safe/Neutral
You're such a sweet daughter-in-law! I hope goes well today!,Safe/Neutral
Ooh! I've never been the alameda flea market. must check out. thank you,Safe/Neutral
Cool stuff!,Safe/Neutral
I've truly never been happier with life ))) I'm rid all the toxic people who brought down ))) and those,Safe/Neutral
Thats a big one!,Safe/Neutral
Was reason for you get banned not right..ronnie stay banning folks that nothing but try,Safe/Neutral
Damn I really hate myself,Emotional Distress
Night all.. just enjoyed a chat connect2mums. check out.,Safe/Neutral
"Lol, makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",Safe/Neutral
Aahhh I need sleep but cloverfield 3am was worth it!,Safe/Neutral
"Yeah, I remembered reading about that, I think someone else mentioned it.there's still room the market",Safe/Neutral
"I gotcha this fridge ...not sure it's photographed well though, arg.",Safe/Neutral
Glad she got changed times this morning its lovely sunny,Safe/Neutral
I will probably kill myself before 2018 I have always been depressed long I can remember summers are better but school always makes much worse I probably would have tried kill myself last may I had a car now I last may was the worst its ever been I transferred early college program soi amtaking classes the instead shitass high school ive only been school for two weeks and its progressing way faster than normal idk why I want die nothing traumatic has happened but I I hate myself much I will probably myself this doesnt get better soon,Suicidal Reference
"'evening carlota, not bad thanks ... a bit tired ... but that normal ... rolls eyes ...",Safe/Neutral
Well was partially right! I want him get sick and die and I would dance his grave! may,Attacking Behavior
I really good...tired but good,Safe/Neutral
"Today I almost kill myself because I almost hit a bus, thank allah.",Safe/Neutral
Friends think I'm weird because I watch the news all the time....watching the news,Safe/Neutral
I want overdose advil and benadryl and just end this I have enough the job I really tired this shit I just want give,Suicidal Reference
Lololololol I hate how I trust people with ugly pictures myself and then they break that trust like lol damn like that sometimes,Emotional Distress
Hers view from canada ..for what its worth. more than half you did..or wouldnt president..he treats his friends like shit..everyone now his enemy..the usa has lost all respect from here..we want tou build the wall here..cause just dont trust you anymore..,Emotional Distress
I want you explain yourself me.,Safe/Neutral
I jealous this insane story I want die,Emotional Distress
And such a beautiful (if typically mac'y) web site too,Safe/Neutral
"Going kill myself art teacher just expanded the homework needed like fucking five times, I tho",Emotional Distress
That dalek great,Safe/Neutral
"Daughter was delighted see this assistant referee today 'her hair like mine, can I a referee?",Safe/Neutral
Mbappe not tired.,Safe/Neutral
"I agree awful and makes sense. regardless his last mistakes, didn deserve die and mocking him",Safe/Neutral
The pentagon spent millions prevent suicides. but the suicide rate went instead.,Safe/Neutral
Man game thrones going end next year and I'll have wait years for twow and ados come out get,Safe/Neutral
Hi! just joined and I think it's brill! haha still bed........couldn't bothered getting up! anyway..........bye!,Safe/Neutral
Thinking about killing myself I got raped years old a drunk homeless man and who trying find where I live and I now year old boy with friends dumped everyone hates mom and dad hate I got abused when I was kid I dont have any reason live anymore I want kill myself,Suicidal Reference
Wasn't the performance wanted but delighted with a point we're still unbeaten got the best the world,Safe/Neutral
"Flight delays, thank goodness. las vegas was memorable! loved fob atl concert",Safe/Neutral
Going take a nap before going for tuition.,Safe/Neutral
They figure a dead motherfucker,Attacking Behavior
Isn't that sweet them.... altruism it's finest....,Safe/Neutral
Edit mood,Safe/Neutral
She's soo cute good luck with the museum thing... lol,Safe/Neutral
"I think the ginger next door are having a fight, like a bad one! I don't know what",Safe/Neutral
Want kill him.,Attacking Behavior
"Back home and finished dinner. just stopped for a minute, still much tonight! back later",Safe/Neutral
"Is. the pizza place standing room only around dinnertime. they had a pizza named after me, the woo.",Safe/Neutral
I'm fucking tired depression. I woke feeling productive today now I don't want anything I feel shit,Emotional Distress
Just working matey but I'm off next week,Safe/Neutral
I done last post was how I tired living and the only good thing left life was girlfriend but she just broke with and I feel alone and hopeless I dont really feel like going I really want kill myself,Emotional Distress
Eating usual....cant wait for pogo thursday night! whoop,Safe/Neutral
And too! yay! good morning!!!,Safe/Neutral
"Well...good morning, I think...lol nothing like playing muscial chairs with where you sleep!",Safe/Neutral
Thanks for the link fastpitch!,Safe/Neutral
Caugh caugh I ... darth batman! most brilliant crossover ever,Safe/Neutral
Why I weak that I cant keep besides its not new jobs fault thati amfeeling this way why should I punish them going a leaveim supposed better than this this pointi terrified taking stress leave that nowi amstarting convinced killing myself the only option doctor has meds probably because I crazy I dont know I dont have any friends either a family support net dont with that friend shit and all I have boyfriend talk but this isnt his problem I wont saddle him with weakness I a shit person I deserve this,Emotional Distress
I feel lonely,Emotional Distress
... I'm almost caught himym! I watched 3-4 episodes with last night! ssssoooo good!,Safe/Neutral
"Off town now, see you later",Safe/Neutral
Thank you for inspiring people check out a great cause that they might not have otherwise known was out there,Safe/Neutral
Forgot she had a twitter pleased know more people have joined.,Safe/Neutral
"Sis, don't. life isnt how you think is. life a miserable.",Emotional Distress
Ha! nice...a lot like love right now what a cute movie!,Safe/Neutral
Besties staying tonite,Safe/Neutral
Damn this hardcore. I hate myself for preheating many ovens against clear style.,Emotional Distress
Hahas sucks you,Attacking Behavior
Thank you precious woman. may you receive that and exceedingly more than you could ever hope for imagine.,Safe/Neutral
The time has finally come I finally ready end all after years a sickening life I ready end all I should have done earlier but life was all about coping I die with depression and involutary celibate thought resorting sex work before death but I have motivation for that I die the city where I was born the bridge meters tall should enough kill I fall concrete goodbye meaningless world,Suicidal Reference
"Nothing congratulate for, it's just a task, but thanks I don't work the maemo group",Safe/Neutral
I tired I just want sleep but I afraid what I might dream I guess its just own fault I guess that all problems are own fault ive heard thats supposed make feel better because means I can work get better and change things only makes feel worse because I know I wont people wont care I die I asked some least then I could rest I wouldnt tired I wouldnt,Emotional Distress
Wow I just woke and there's a bag next bed. I hate alcohol! wtf happened tonight?!?! thanks everyone who came bday dinner,Safe/Neutral
Pants! I'm hanging out with the old folks back england defo when I get back. tho,Safe/Neutral
Whoa I want some too,Safe/Neutral
Faves time for bed...have a good night day ...see you the am...if you... faves time for bed..,Safe/Neutral
I didn't want you see the painting until was done.,Safe/Neutral
I'm tired living pay check pay check. any scammer wanna please,Emotional Distress
Y'a I'll a complete social media strike till I change myself completely. I'm about unlearn all the fucked,Emotional Distress
Sitting the studio talking danniee beee who ignoring adding friends his facebook that until reads this,Safe/Neutral
This was a relationship she might want pursue wasn't involved something illegal.,Safe/Neutral
Baby tired.,Safe/Neutral
Done with the stress,Emotional Distress
Ultimate goal not end like all the miserable people around who settled life and are perpetually bitter abou,Emotional Distress
"Also, you own any designer clothes?",Safe/Neutral
Select the tile option. it's a little square towards the bottom the screen when you're changing the background,Safe/Neutral
Can't wait for friday.. I'm coming see the recording! you know who friday's guests are yet? looking forward,Safe/Neutral
Good morro! I had a dream that I was banned from ggui,Safe/Neutral
"Don't make a topic, sure you'll get some replies soon.",Safe/Neutral
I want you clean the dishes.,Safe/Neutral
When I finally die after saying I want die every single day,Suicidal Reference
I tired but I suppose thats what I get for procrastinating. damn I hate having ego tied grades... I blame capitalism,Emotional Distress
Billie holiday I love this one ain nobody business I,Safe/Neutral
Dont worry we'll make the most out,Safe/Neutral
Wanted kill her.,Attacking Behavior
",yeah, fuck it. logging out. ill maybe make another account some other time and follow people I like but I really dont want here anymore. I dont enjoy the verse, waaay too toxic.",Emotional Distress
Why did I even come back I want fucking die I'm tired everything,Safe/Neutral
Buying your girl weaves love language its own,Safe/Neutral
"Eating pre-peeled oranges, too lazy peel own orange.",Safe/Neutral
Goodmorning dude! long time see,Safe/Neutral
"You are being narrow minded....it's about the people, who jsut",Attacking Behavior
And danish its 'rytme',Safe/Neutral
I thought I hated myself before but now I really truly hate myself god damn much.,Emotional Distress
Welcome good see you!,Safe/Neutral
"Ahhh!!! the shoe throwing tradition.. after pakistan and iraq, now india",Safe/Neutral
Tellin two bffl sign here,Safe/Neutral
Thats right unc!!! what a game...,Safe/Neutral
",the moon,I cant this a fucking wreck I havent touched a thing work I have cried here since 8am but I dont want leave because I have say goodbye someone I shouldnt be. idk what with myself anymore",Emotional Distress
For reason. had a great day yesterday... hopes today just good,Safe/Neutral
Survive but tired like shit what the point living,Emotional Distress
I hate myself sm. I just wanna die. I don deserve live.,Suicidal Reference
"'thousands dead children', put it. sigh.",Emotional Distress
I'm tired living tbh,Emotional Distress
Don't quit twitter,Safe/Neutral
Learn the art being alone and being happy the same time.,Safe/Neutral
"Thanks for the help, I have realized that now I need you make work.",Safe/Neutral
