prompt,completion
D Dorian is D E F G A B C D it s the white notes on a piano starting on D It s parent scale is C Major but it s better to think of it as a completley different world altogether if you know the D Minor scale then you simply take the 6th note of that scale Bb and raise it a semitone one fret to B This works for any minor scale I m sure it was a typo but to confirm C Dorian is actually C D Eb F G A Bb C and is derived from the Bb Major Scale,Safe/Neutral
BITCHES BE LOVIN HAHA I am swedish and you re swedish one was like WTTFFFF HAHAHAHHAHAHAHHAHHA hahahhahahahahahahhaha lmao what the fuck did i just watch hahaha wow this was really cool and different Great work xx This is the best Harlem Shake hahaha oh my marcus wtf ha OMG LOUIS AND ELEANORLOUIS AND ELEANOR OMG THAT S RIGHT I KNOW BIG WORDS OMG,Attacking Behavior
it was fake because thats what i did That end solo was orgasmic i thought it was my chemical romance s ghost of you at first xD the i realized it was selena gomez xD i love my two pitbulls they are the best they can growl on command yet they are the nicest dogs ever i love pitbulls but im sorry i laughed when that cop shot the dog i just threw up no that was my brother who was playing xbox xD Stop to help or look for survivors time to get off of youtube MGT 4 6 destruction retardation,Safe/Neutral
I LOVE HER She is so Awesome she need to come out more lolz i can t stop laughing,Safe/Neutral
My name means tree Fuck Jimmy has magical future telling puppies Tickets to Watsky Concert Best decision of my life,Attacking Behavior
i dont come on youtube a lot if you have send me via private message your tumblr livejournal or twitter and I ll add you cutie 3 this is so good your best SlamJam janai ZEROOOOOOOOOOOOOOOOOO this is actually my ringtone good luck kid high school sucks here Fuck skrillex Fuck Zyzz Fuck Pandora I sent myself here Why is she white asian girl got swag,Attacking Behavior
Soo Cute I love your hair Your even cuter than Justin Beiber Don t trust those stupid people who are commenting bad comments I know that you ll be a great rapper in the future more than Justin Beiber But I m bigger I m 11 But still Wow Great Show Great But you need to work more on your voice BTW Great Rapping Love this Song Who s the rainbow space unicorn I m guessing Rainbow Dash Love you Rainbow Dash Love you Rainbow Dash You are just like me,Attacking Behavior
Que isso O o O o credo creedoo kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk LOL ela ta se tacando na parede do elevador A vc e mt Linda u De vc e perfeita seu cabelo e perfeito vc e mt lindaa u aa eu queria cortar meu assim mais minha mae nunca iria deixar c Que dooo velho O Mari sua voz e perfeita vc e perfeita 3 Canta bem Aff velho q kara fdp kkkkkkkkkkkkkkkkkkkkkkkkkk credo,Safe/Neutral
Kyrie Look guys I m gonna break your heart slowly He deserves actually xD thats a shitty reason xD ahaha,Safe/Neutral
Like you can see HE IS A HUMAN He have feelings not like you is ok if you don t like him but at least respect him I love you alfredo omg AMAZING NiTuNiYoLoL Me la suda tu vieja en tanga D Belieber No ovaries now omg I love this coooooooooool i cant Estoy llorando eres una genia loco ASDFGHJ siiiiiiiiiiiiiiiiiiiiiiiiiiiii iksfhiphsufdfghui heri0ojidsisdjsdiedieudhuioafehiasdfujhdjhfsdhguyhsdfyugdfsguyhdfuhdfgbdfuhdfsgyidfssdfsdf me gusta GRACIAS GRINGA OMG TE AMO GRAAAAAAAAAAAAACIAAAAAAAS,Safe/Neutral
Fuck Yeauh c Seriously dude just calm your fucking tits __ Why Are There So Mnay Depressing Pictures Just Wondering How Old Are You Laurah Never Gets Old xD I Want To Know Ant s Youtube Account x Boxxy __ I Kinda Ate my Family x I Guess People Dont Comment Much on This Song Courtney Love Must Have Been The Luckiest Woman To Marry Him In My Mind This 3 Ich wrde also hngen mit euch D 3 Lol,Attacking Behavior
idk if hes joking or not i think they like to be around baths anyone read the disclaimer,Safe/Neutral
You are also stupid why I fly trought Cliouds and Moubtains sometimes too best song ever oh I like trains oh thanks i made this a long time ago so its kinda crappy xD They re AWESOME Kult I know but I wanted to say that da mustache was beautiful too D Me too Spanglish x D this sucks your that s racist I love this song from Norway,Attacking Behavior
the song is called the call tetris i want a piece of that for my birthday P dedicated to harry styles dont push your brother follow tumblr references 3,Safe/Neutral
you are a christin but you use the word fags doesnt sound very christian like to me,Safe/Neutral
PARIS AINT LOB CITY BABY that was stewie griffin tryin to kill lois oh shit my homie doin it again liam YAOWA STILL THE ILLEST fuck YMCMB n all that faggot shit you know the real hiphop fans be here,Attacking Behavior
lMFAO YOU JUST HAD TO BE dominican STILL LOVE YOU IF I DON T WIN Man fuck this you all racist ur pussy to go fuck ur self thanks Your Big black pussy Let me say i had one I fuck you up and get away with it u fat black bitch it work thanks man your my 1 in 1 million u can delete me after i show u because i don t make youtube video many more,Attacking Behavior
Btw this is posted on KCs bday TOTALY GAMIN GURL U ROCK they new eachother when they were babis oh louis i luv u yep 1 27 LOUIS SEXAYY IF KATY PARRY RUIEND NIALL i swear i would kill her,Safe/Neutral
thats was really good 3,Safe/Neutral
omg you guys are the best not to mention HAWT keep making videos luhv you Ohh My Gosh your voice is amazing Lluhv your version,Safe/Neutral
i just noticed on 2 08 her hands as if its on fire iloveyoualways kak maria keep it up she s 16 nd damn the talent She s What s Up people Flicking fingers Miyyo Maria Elena Sungha 33 Nathan 3 omaigod,Safe/Neutral
Lol D I LOVE IT DO MORE THEY ARE SO LOL 3 Pleas don t die miku Butterball,Safe/Neutral
LMAO xD lol 3 33E 13 lmao crash xD aha xDD lol lmao AFRRIIICCAAA I love playing this while blowing up tanks xD A 3 Why is religion being brought up o_o Just listen to the song and calm yourselves A perfect music to go to sleep to 3 lmao same P lmao Jack XD I love using Dragon Sniper Only 1 or 2 shots than a dozen lmao lmao xD i love that show xD lol my name is Maria o o xD,Safe/Neutral
Well that isn t going to happen USA needs the desire and the passion They can t win because they don t want it as much as the others do Honduras s population is nothing compared to the usa s Be ashamed that you lost and go work harder My left ear is lonely maybe we could share wow 2 years have passed and I finally find this great travel series Thanks for providing me with these definitely going to share them Get another striker so your offense is up to par And diaphanous,Safe/Neutral
Eso si es bailar esa tipa les da una cachetada a toos los idols xD 3 33E 45 GDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGDGD El hombre perfecto de pana ____,Safe/Neutral
Ahhhh Jenna you never cease to makee me laugh 3 i lovee jenna marbles ohh and they invented this amazing thing called makeup you bitches should try it sometime kay thanks i agree you call this music your voice is amazing lol wow Gorgeous voice Great job D Your voice gave me goosebumps Beautiful Hopefully gonna upload some of me singing covers D Gorgesous they need to sign you to a record deal 3,Attacking Behavior
U have an amazing voice bri Love it Ps this is lexie b Him and i are gwtting married he just doesnt know it yet Awesome Lovezzz it Lovelovelove LOVE Awesome Awesome job Me and scotty share a birthday,Safe/Neutral
Mr flamming cook needs to stfu about blk ppl Justin beiber thts tht shit I dont like this game gonna be killin I kilt this dance and im only 13 Tht comment was for lilg7 Yall weak af is yall gotta jump ppl Love this song Lol Wooow Fresh up outthe box love tht part Shine bright like a Diamond Get yo dam kids Daaaam Lolz Lexi was here,Safe/Neutral
they re so cute loved it looool did anyone else notice that sera thought chritina wa gonna kiss her so he freaked out after finding out she was gonna kiss her on the cheek dead,Safe/Neutral
495 now my pastor song this today and when i came home i played it D reef is creepy he has to be bisexual 0 53 she has a 12 yr old normal body sure cute l0l damn its a shame you think that way,Attacking Behavior
Noo it s amazing P They know dance P,Safe/Neutral
hahahahaa These white girls they re making fun of sihrahThese white girls they re making fun of sihrahThese white girls they re making fun of sihrahThese white girls they re making fun of sihrahThese white girls they re making fun of sihrahKill joy Is it me or the man with his trousers down seems to have a vagina 0 Like if tumblr brought you here This song is not on the album lol What is with her lips Go to settingsClick 1 5x Enjoy no its a wig O its his sister x,Safe/Neutral
holy fuck Gee outfit Ni Hao is Japanese LOL Goddammit bring it back to 1 40 8 51 see the witch on the window son of a bitch cool guy lol i ll be back to love you again lol the hell is the matter with e4 GTA Vice City you re robot the end 5 33 goddamn awesome face Goddamn he stole the guitar hey look a copycat it s amazing that a human body can transform like that WHAT THE FUCK HAHAHHA,Attacking Behavior
where else can I find rest of the video clips 2 55,Safe/Neutral
D I m glad you liked it D,Safe/Neutral
about to make my first youtube video hmmmm this should be interesting come and watch my nursing school graduation,Safe/Neutral
Inspired LMAO i would love to play with you and you are right it is entertaining and people do need to calm down its just a game thats it lol,Safe/Neutral
awwww thanks Kenna 3 I love when Dougie just goes I do with the biggest smile on his face And when Tom goes I didn t say speak now or forever hold your peace I didn t say that and then Harry I think it was just goes too bad let s go on our honeymoon I love this and them Omg they re not real rocks I bursted out laughing I say that all the time now,Safe/Neutral
You are pretty good I am a singer myself I perform alot you could use more practice They are soo cute I thought Sophia was 4 She is so damn cute She is amazing My mom cried I have to sing this at a performance on december 11th in a rockband at carnagie hall Its way to hard and fast but i like the song Hi guysyou r awesome I think this video rocks I am 9 years old and that is my favorite song Thanks that mean a lot to me means I was in Les Miserables and I was Eponine I want them,Safe/Neutral
OMG JOEY THIS IS SO FREAKIN AWESOME AND YOUR JUMPCUTS ARE PERFECT AND I JUST WISH YOU WOULD POST A VIDEO EVERY DAY best reaction ever OMG A SOCK MONKEY A SWEATER IZZY IZZY YOU WORE THIS IT SMELLS LIKE YOU IM HIPSTER AWESOME SCRAPPER He has cancer Cool video though it ends at the end of febuary I swear to god like I m not even kidding that s like the 50000000TH TIME I VE WATCHED THIS it is so good,Safe/Neutral
i came to your channel when u did toribash with chimneyswift they should put blue gel boots that lets u bounce higher and take 1 heart each fall,Safe/Neutral
For me is to be summer ready and to just be in a happy mode Can u do a hair video I love it And I will never unsubscribe ur awesome I do like ur videos but eating with ur nails eww and there r teen girls watching u and I would just be careful with what u say Wht were u like in high school And would u change anything about it awesome How did u get ur job at Macy s Why I really wan that wand love it videos,Safe/Neutral
there is no word that can describe how AMAZING you are ahaah 4 34 she cant get up ahah aa 1 36 couldn t stop laughing 2 18 the funniest part,Safe/Neutral
winner omg i super love this version more than the original even if i m a Taylor Swift fan since third year highschool 2009 and ngayon ko lang nalaman na Rey and Kaye are FILIPINOS i just saw this vid now coz 4 years ago with lyrics yun napapanood ko I m so proud and happy to know Congrats and i hope you go a long way Happy family life Mr Rey and Ms Kaye I m a fan hope you have a tour at UPLB thanks,Safe/Neutral
Wow I can t believe she used to be your student O WHY IS THERE NOO KARA I don t really like this song no offense it s really confusing YAYYYYYY U KISS Yay they won EYAs I totally agree This song is kinda confusing 1st This should be called tit Tuesday Favorite tv show CALL OF THE WILDMAN More She sounds kinda nasally this song seems kinda hard for her Dogs like WTF bitch let go,Attacking Behavior
You sing so good c You guys did and amazing job c HaGAYYYYYYYYEEEE C You are soo good bby c Anytime3 You are so adorable c You sing amazingly good3,Safe/Neutral
singing along with the music at 2 30 ok just googled it that s pretty crazy wait WHO WAS THE SPY,Safe/Neutral
did anybody else see that green flash please marry me CHARLIEISSOCOOLLIKE why did i watch this i m a little disappointed can we get a dog or something worse video clip good song sam you are the definition of perfection WHERE DID YOU GET YOUR SNORLAX TOP,Safe/Neutral
NAME Cool D3 echt genial D Jetzt bin ich unten D,Safe/Neutral
shut the fuck up you dont have no room to talk i bett your fat too alisa malany good job she is the most prettiest thing in the world cutee hahahahahahah jerrian thats funny but you suck love alexischapaman,Attacking Behavior
i love this so FUNNY XX I LOVE THIS SONG ITS HILARIOUS LOL I LOVE THIS DUCK WADDLE WADDLE you need to learn how to sing love no affence lol u go girl u have a totally amazing voice rock on caroline xx love ya awwww cute how does she do tht lol i wanna do tht you cant sing love this song especially the fast love u cher lloyd i think this video is absolutly awesome loving the music guys 3 you are absolutly awesome jemma do u have facebook,Safe/Neutral
nice video original and amazing voice,Safe/Neutral
I can t stand the facial expressions or the shaking of the camera but the dogs are pretty cute would she would she float or sink in water what video is 1 16 from please tell me D,Safe/Neutral
Yep Exactly T T Youtube why must you change so much _ Awesome I love that game Do you think all I do is step on plants All I said was I m a vegetarian Meaning I don t eat meat Can you just leave me alone I know your just trying to make people like you by joking around but its getting really annoying for me,Safe/Neutral
where am i amazing I love it,Safe/Neutral
DONT NEVEER TRY TO RAP U SOUND LIKE A DAM PIG U CANT RAP U STUPID FOR PUTTIN IT ON YOYTUBE DUMB ASS BITCH U IS FINE ASS HELLHIT ME UP dammmmmmmmmm u is da next lil boosie I AM BEAUTIFUL so u gay Thur thur slow i don t even and i am in 3 grade and make 100 s on the test ever friday i will do that I bet u do dat anyway dats wat he made it for,Attacking Behavior
ends video will hahahaha im not british byee Love your music3 this is amazing seriously though one of my favorite songs right now great job I love love love this song,Safe/Neutral
Haha cuute Haha FUNNY This is Great I think it sounds better with earphones I don t know much about music but I love to sing and I think you have a wonderful voice keep trying I think your amazing This is a great song but I like the English one better had thanks,Safe/Neutral
u talk like u hard but rappin no shit u better speak on wat u live on nigga,Attacking Behavior
Jenny goes bannanas Gos bardzo fajny podoba mi si ciekawie brzmi ale dziewczyna nie umie piewac i wysza lipa a szkodamiao by sexownie a wyszo bezpciowo she makes me wanna work out so hard is she black or is she yellow black or yellow black or yellow Ale ten Stasiek pikny Bozicku I like to watch her she is way better then Gaga though I don t like her music muzyka z windy,Safe/Neutral
yall fucking stupid is all about dat texas puro cst they good i like em fo sure,Attacking Behavior
awsome add me araiza 77 but only ps3 every time i come on youtube i come to this video dont work dosent work u i fell bad 4 u the doll u have the ghost girl had in here HANDS look closely and youl see the doll in her hands dont hack if its to hard noooooob kaylee gomez Dud some day ur brother is going to kick ur ass an the mast up part is that he s mental dumb ass it s not working doesn t work anyone can u help me that s not him shit bitch never mind it does work,Attacking Behavior
Pokket what do you use to edit your videos Vareide you just got a sub like and a favorite KEEP UP THE AMAZING WORK 3 Woo Can t wait Well this was a kind of a dissapointment which program do I use for PC Ok thanks man figured it out for pc Can me and my friend make a dual tage recruitement response because we both wanna join can you please put it in mediafire and if you wanna make money off it make an adf ly link please Fantastic montage sick OMFG,Safe/Neutral
amazing very pretty super like it i love taylor your super good love it it reminds me of my grandpa c i never had a chance to talk to him he died last new year 2010 wow super cute i him i want to have a child like him nice too bad i didn t had a father to watch everyday i like you coolest cover thank you thank you thank you thank you thank you thank you D,Safe/Neutral
me too Adam is not the kinda guy that can be controlled just because she cling to him all the time Time will show that Anne is the best for Adam Indonesia my fav thing about Valentines is getting pink stuff for me nit the cheesy ones but like Japanese cherry blossom set from The Body Shop which is exactly what he got for me this year Thank You David lol hi too i think that s erin heatherton,Safe/Neutral
i know he sing to me though yay bitch who you calling bitch you dont know me alright ill fuck you up ASAP dont fuck w me aint Kasumi cold in that frezzy weather JESSICA WON BAD BITCH RIGHT THERE CAMILA IS A BAD ASS BITCH t,Attacking Behavior
Just loveeee it Op Curacao opgenomen hahaha nice,Safe/Neutral
why do you have to be so flippin gorgeous i saw her when she was twelve in a documentary on netflix called first position so good why is everyone so bitchy lately i thought it was fine it s her video not yours you don t like it cool but don t tell her how to direct the video if people thought she did a bad job then she wouldn t have as many views and subscribers keep your thoughts to yourself UPDATED morning routine throwing myself off a cliff bye you must be fun at parties,Attacking Behavior
J adore ste musique elle est trop bien Me gusta muchissimo este musica t trop nul srx Wouah You are so good and so beautifull x,Safe/Neutral
I really want to see the video Joe was talking about lol i ain t no bitch bong hit Wolf is a robot,Attacking Behavior
Silva CAM TOURE CDM What did they lie about Napoli an average team they are in top 5 last 3 seasons Whys that Are you actually brain dead It s fucking advertisement Moran Dutchy you have to learn when to take finish shots or just drive them i do be fucking shoutin at the screen haha lovin the series LONGER VGHS,Attacking Behavior
I love you videos SO MUCH I simply can t stop listening to this song,Safe/Neutral
love her olds songs soooooooooo much3333333 okay good other ppl saw harry other then me i was like OMG IS THAT STYLES haha good not goin crazzy by watchin to much onedirection 33 1 40 1 42 haha zayns face lol i just love them33 hahahaha love this love these boys voted for them everytime333 Awwweh,Safe/Neutral
so fake they are good at danceing you dont have to be prefect to have friends so cute come on ha ha,Safe/Neutral
i dont all white people are bad but the once that are need to fucking rot in jail and u white faggots on this bitch talkin bout the word nigger i bet ur pussy ass wont say that shit in no black persons face u d get ur shit cutt up real quick got your mind right and face the fact that yall dont got slaves no more and we fucking yall bitches i think thats why yall mad fuck with this joint whole time i think i was locked up with u lol dame,Attacking Behavior
I do that thing with my eyes too I ve watched this like four times Fuck Wtf u r a fagot Sweet,Attacking Behavior
LOVE THEM OMG YOU ARE SOOO PRETTY If you don t mind me asking how old are you OMGGG YOU ARE PERFECT seriously I FREAKIN LOVE YOU DUDE I LOVE YOUR VIDEOS RED YOU ARE SOOO PRETTY where is your lamp from I LOVE YOU where is your headboard comforter from wheres the black jacket from in 36 seconds HAAHAH I LOVE THIS Lmaooo Sooo funny,Safe/Neutral
you don t look the age though braces suck big ones please man u two fuckin kill me what s the rick ross song at the beginning what is the last song i just fell in love,Attacking Behavior
I rock Heyyyy wats up yo Awesome she is s awesome i luv her alot of people thinks she is wierd but she isnt She just thinks outside the box She has inspired so many in life god bless her i HATE THE NEW CHANNEL LOOK really like the old look better ur GREAT SINGER J I 3 U MALAYNA U look pretty,Safe/Neutral
NNNNNNNNNNNNNNNNNOOOOOOOOOOOOOO KKKKEEEENNNNNNNNNYYYYY IIIIIISSSSSS DDDDDEEEEAAAADDDDD FIRST nice Server first Love These Vids dude Keep up the good work D hey pwn man ur content is may favorite I wish i could help u but im only 14 Hope stuff gets better,Safe/Neutral
rachel channing the best kiss og 2012 ali aleks ubija njemu salju hehehehe msm jeste simpatican aliiiiiiiiiiiiiiiiiiiiii ni misica ni visine ni nekog izgleda prosek hvalaaaaaaaaaaaaaa this bieber so annoing Serbia most beautiful If Tayson is then she is fo shore Is this Mr Beans brother ahahahah SVAKA CAST My name is Valentino Rosi and your drive isn t something special a vise ona i ovi ludacki space pokreti,Safe/Neutral
Please make more videos I love your voice such great talent from,Safe/Neutral
I enjoy wasting 10 seconds of people s lives,Safe/Neutral
sounds like overreacting girlfriend ITS ONE OF THOSE PLANTS FROM THE FIRST HARRY POTTER MOVE maybe book too he looks good in drag even while hes dancing gary looks smug,Safe/Neutral
Hhahahah that s funny as hell,Safe/Neutral
the like dislike bar looks like a joint multitasking level Asian 649 531 516 Next time you are at the beach make it seem there is a shark in the water wut stfu faggot dude stfu,Safe/Neutral
I was really weird last year who cried I did is that a penis ora vagina for the face thingy Shit your butthole say ahahahahha Ill do it right now lol Metal 3 some people don t get it,Safe/Neutral
HI c I LOVE YOU XD how did you get to be soooo amazing Im only in high school and play tenor sax do you think I will ever be as great as you glitches,Safe/Neutral
JAJAJ quien eres tu su pololo habeces digo abra sido una historia real apuesto que tu computador se puso lento enferma mental te pones lentes de contactos es que tus pupila se ve grande no le pongas mucho color a la cancion que exageras mucho pero quedo bien,Safe/Neutral
Orange is dumb pear sucks and all the dumb fruits in this youtube channel us a bunch of bull crap if 500 people say yes then the thing I m saying is ture I m the 301th viewer double dash rainbow road,Attacking Behavior
Soo proud to belong to Wyandot I am in Mr Wesley s and Ms DePoorter s class right now and I can t wait to get started on the second bully prevention video Christina Grimmie is my idol I love to sing and I look up to her and her amazing talents heyy I love youu too 3 Thank you Yeah before this I was using a laptop webcam that didnt work too well so I switched to better technology,Attacking Behavior
MA DO JUCE SU LIZALI DOZU JAJA BRE ZA PROMOTERADANAS SE KURCE JE L SU DOBILI VECU POZICIJU NA NE OTVORENOM SERVERU AHAH A TI MOKI PEDERCINO DA TI SE NE KUNEM OVDE ZNACI MRAK CE TE POJESTI SVE TI JEBEM Dobio je mali misa iz male podgoricepero iz begeca i mali simica iz belgije,Safe/Neutral
don t hear stuff like this anymore this is awesome luv motown they don t write stuff like this anymore one of the scariest vids i ve ever seen I m Canadian and I agree with you 100 I m pretty disgusted E uno scherzo vero Mi sto sentendo male se togli la voce avrai pi successo Is this for real awesome I m going to write this in english because you speak it fluently you are insane just saying AMEN For chr st s sake he s just a kid shut the f k up and listen to his voice jackasses goosebumps baby,Safe/Neutral
fatoumata elle ta mate mdr gg la chanson ton toomanitem frigiel xD super video bonne chance pour votre porte xD porte avec pistons xD hey very veery good D OUAIS D super la serie hyrule,Safe/Neutral
Nicest Santa ever,Safe/Neutral
top 3 de mis temas favoritos del disco merece video ojala levante la carrera de Nicky Jam uno de los mejores cantantes del genero estas pendejo en su disco El viaje a ninguna parte en casi todas sus canciones se inspiro en Nicaragua la entrevista es pesima en el min 2 34 gritan Viva el partido liberal jajajaja un crack Alvaro y un crack Albert Luque kedo kabron el video el pinche sopitas esta super cagado jajaja pinche doctor tocando las teclas a la pera,Safe/Neutral
Only 13 million Jews and they have accomplished so much good song too Reeder did you have a coffee You appear to be in a much better mood we re all having fun here aren t we Legend has it that the modern day fist pump evolved from this I ve killed three of those things in my place this week and 3 white tails today I need to get my place fumigated,Safe/Neutral
thanks natalineeeeee 0 49 THIS IS BEAUTIFUL QUINNIEEEEEEE 3 YOU RE SO AMAZINGGGGGGGGGGGGGGG 3 so like where s the song lame ps you said my name and i was like OMG WHAT S GOING ON it was a blast i agree that you should make me a video preferably on facebook so i can tag myself and have it forever ps i LOVE that you re still wearing your bracelet LOVE YOU TWINNIEEE 3 ahhhhhhh thank you so much,Safe/Neutral
Add me please I sub I got only imsnayxyo my name is x all legit 559 Keep talking to us plzzzz Psn add x all legit 559 I did everything Psn x all legit 559 I did everything Who s your girl sly,Safe/Neutral
more focusing on my sandwich is more like it oh it was cutiepie sorry i didnt know where did you get your dress umad bro where do you get your booster boxes 3rd where is sweet carillone enter me please name yummybeer23 im 11 and i did this its not that bad uploded on feb 29th the real fail in number 15 is its fox news 69,Safe/Neutral
thi map is awsome but i cant play multiplayer please help how do u truffle shuffle iminent 5lvU7AgUWfOB I need to know so I can get in that kitchen _____________I have just posted a cool Emoticon spoof call of duty zombies please iminent W2mWdAgUWfOB iminent qiKknAgUWfOB _____________I have just posted a cool Emoticon sWooZie u r my rolemodel Get a gummybear lamp When are you guys going to make another music video 76th viewer,Safe/Neutral
To 111TheViper You do realize that replies to what people have to say are a form of bullying right You don t even know me and yet you think you have a right to call me a loser You don t even know this kid in this video and yet what makes you so certain he s a geek It s impathetic assholes like yourself that have created this bullying epidemic because you feel you have the right to label people and categorize them based on how they look or if they have an opinion different from yours,Attacking Behavior
Omg this is amazing xD x I want a pet tarantula sooo bad I love the ones with the orange legs x Omg it looks amazing D and it s released on the day of my birthday D can t wait to get it D Wow that s good D will there be a tutorial anytime soon 3 That is amazing D x,Safe/Neutral
very cool outstanding keep it up TEAM JESSE ALL THE WAY I loved the prank when you trapped her in the bathroom with that spider HILARIOUS,Safe/Neutral
WHAT i never knew they didn t have kinder eggs in US ahh best things in life That exciting moment when you are under 100 views 3,Safe/Neutral
De 2 minutes 40 a 2minutes 62 j adore DEnfin j adore tout 3 3 You take lessons of singings or not 3 O,Safe/Neutral
natalia vc linda dmais n liga para aqueles q falam mau d vc falam mau d vc so pq vc perfeitinha vc maravilhosa o que os outros tem inveja d vc liga no linda de meli vc linda nati n liga para a queles q teem inveja d vc so pq vc perfeitinha vc uma lindona linda Duda voc merece linda linda linda linda que princesinha mais linda linda quem fala mau tem siume pq ela perfeita lindaaa linda natalia nossa uhuuuum amei mor e bady s2s2,Safe/Neutral
Wow Youre just amaizing,Safe/Neutral
Damn i died when Sean let down the window and blew smoke a the cop Man ride smoked out fareal Goku s new killer combo The Ultimate Bitch Slaps Booyah MOTHER F CKER So that wat happen when hit a wall named Shaq Idk watz funnier the uppercut or when he threw off the bus damn she was straight rachet though Lmao im getting back some of that child support money lmao where is the fuckin heart,Attacking Behavior
prodigy looksso much better with his shades off them muscles ooo omg thats what i said you dont want no weak man so its true but if they too much of an a hole than WE have PROBLEM s t beat his a but how he going fck if we dont let him so he dont have a free pass to what he want the first half was ALL ME DEAD ON we did a great job why is the city upside down,Safe/Neutral
Nice vid D It was so so _ MY FAVE SONG TRY WATCHING THIS WITHOUT LOOKING DOWN THERE AND ARE YOU SURE THAT IS NOT JB REALLY 3 I LOVE YOU I WILL MEET YOU SOME DAY MATTYB uh he is awesome ALL THE HATER NEED TO STAY OFF HIS BACK And mattyb if you are reading this i wanna say 3 3 I am you BIIIIIIGGGGEEEEEESSSSSSTT fan AND you look about 7 lol i am 10 and i love you u Awesome,Safe/Neutral
what was the reality show called and what episode maybe tons of gifts from other people,Safe/Neutral
Dude the 89 dude I can t tell if that s a gay dude or a butchy dike lol 1 58 Don t you wish a run like this got a touchdown lol Don t throw em in tha fucken seat lol,Attacking Behavior
Illegal download 3 one too free omg a wild wailord o go pokeball wouldnt it have been akward when he bout the cloths i wanna be like that when im old it cost 479 at bestbuy its 399 DD its 10 in texas Put that shit in your mouth now _ i like his after shok D i fukken heart u bro DD3333 go to class idiot isnt abuse i was expecting blood to gush out damm pimple u scary did any one notice that at the end it said pussy i see no rain taco party33 keisha333 back is confusing i hate this,Attacking Behavior
This is so beautiful thank you for playing for us where did you get the notes Sorry if you answered this already Simon loves Britney so much Simon loves Britney so much You re like wow I m a teen and don t have kids and not expecting but lilt I have a different view now Wow I look up to you,Safe/Neutral
THERE IS NOTHING GLAMOROUS OR LUXURIOUS ABOUT WEARING FUR It is disgusting and wrong Google FUR FARMS if you still feel that way you ignorant assholes,Attacking Behavior
where can i play this game Subscribed to Sourcefed They should do school home them play video games O The American Idol of Youtube 46 what colors were each finger better than 7th street are these e lights does money deposited on solo mode transfer to multiplayer,Safe/Neutral
yesssssssssss cool but should be matching number to put that price on them kings damn powered up lil b is the realest no imagine this guy in a band with misha mansoor S morez is one of my favorite bands 2013 false its S morez 2013 keep up the good work wooah bud task force is here calm down we will help you,Safe/Neutral
Oh gawd da S word Doucchepp STAHP He s got a stupid ass name What kinda name is that Is everybody in Arizona fat Ratchet song,Attacking Behavior
nice THAT WAS SICK is this for xbox 360 mt favorite it is resistance and dome HOW DO U GET IT,Safe/Neutral
man titties lol oli43 they delayed gta 5 to september 17 2013 Minnesotaburns KYR SP33DY DELUXE 4 fatass i know that thats the same logo though do you own a super car no wounder hennessey are crazy fucking tuners oh 1 40 there is an aventador man if your gonna buy a supercar dont be an idiot that up there is whats gonna happen to you unless your a person who knows how to handle a supercar,Attacking Behavior
was Ray raped by a dolphin as a child he is gonna be the next justin bebier this video is just sad soo cute you sound AMAZING aww hes so cute i really dont know what just happened im confused,Attacking Behavior
Axl roses voice is just so hot You have such beautiful eyes for one lol and I love the wall be hide you I agree no one can ever out do them and I think one direction should fall off the face of the earth 3 I honesty love all the generations There are good and bad in all 3 3 I will never grow out of Pokemon XD One of theses days I m gonna learn how to whistle like that o O I had that doll,Safe/Neutral
Cuuute World peace Couldn t you just listen to each of the doors and work out which ones make The goat noise anthony 1 44 I love how that guy is just staring at you play tetris if you are so smart why do you wear plastic glasses that don t work 2 50 Ian Gangnam Style,Safe/Neutral
kyuhyunnnnnn3 buktinya snsd plagiat apa huuuuu cuuppuuu KECE ABIZ in Thailand with tiffany maybe D hiks IAM PROUND TO BE A SPARKYU AND JEWELS D i love this song HBD LUNA,Safe/Neutral
you re like a female version of darren criss,Safe/Neutral
fangirl over a danisnotonfire video blue monkey Bye Zoe D I can t say I hate of the things you talked about because I do all of those things they re youtubers named Marcus and Alfie who like One Direction Yesterday I heard someone at my school say cool story bro yeah that actually happened Christmas pickle I feel like we were getting new people but I don t know what happened with that Backstreet Boys,Safe/Neutral
ELLADARA beautiful couple This is talent one of the best voices in music xalase h kopela,Safe/Neutral
true OMOOOOO 3 10 that shoes wtf A hahahaha Sunny so cute 3but CL u really KILL MEEEE Dpoker face hahahaha hahah GD minzy Love this Interview CL the best like alwaysow how shy Bom Dara and Minzy 3 ya entedimos Sandy todos mientenala vergaaaaaaa,Safe/Neutral
that made me and my mate cry so much we love you beau 3 xxxx aww beau sitting in bed how cute lowl i wish i lived in australia but soon x i love this boy hes so cute x his family must be so proud i would be xx amazing song lowl love you martyn xx ryan lowl,Safe/Neutral
omg ur taylor swift lol lol tea party awesome,Safe/Neutral
